镇妖博物馆,阎ZK
柯南之我不是蛇精病,烟火酒颂
我的1991,三月麻竹
做医生，没必要太正常,手握寸关尺
全球高武,老鹰吃小鸡
霸武,开荒
我的废弃石油小镇成了新一线,八月黄
人族镇守使,白驹易逝
美利坚名利双收,白色十三号
电梯求生：我能提前预知楼层信息,妄论春秋
长生武道：从天牢狱卒开始,云里鹿
熊学派的阿斯塔特,你干嘛呀你
这个封神不正常,逆子多多
我的兵种无限进化,笔墨纸键
我的系统提前了三千年,别太荒谬
歌土跟我有什么关系？我才几句词,打三竿
才不是做galgame呢,纯洁的米万
我！清理员！,鱼狱圄
亚人娘补完手册,伊巍蟹
这个明星合法但有病,冥王星话事人
大明：剧透未来，朱元璋崩溃了,墨守白
我有一颗长生瞳,张老西
食仙主,鹦鹉咬舌
一气朝阳,亲吻指尖
联盟：我真没有摆烂啊！,幽影夜神
全能中锋,金印
别人练级我修仙，苟到大乘再出山,三五玄七
刚会五雷正法，整蛊主播上门打假,翻滚的毛豆
这次不当训练家了,骑车的风
叩问仙道,雨打青石
法力无边高大仙,踏雪真人
龙珠：赛亚人的我终成天使,北鸣岛主
我降临于诸天世界,郭家
圣墟,辰东
大不列颠之影,趋时
白衣披甲,真熊初墨
大苍守夜人,二十四桥明月夜
大宋泼皮,很废很小白
唐砖,孑与2
我以女儿身闯荡古龙江湖,锅里鸭
没钱上大学的我只能去屠龙了,宇宙无敌水哥
舍弟诸葛亮,浙东匹夫
斗罗反派模拟器，开局迫害千仞雪,三三零三
最初进化,卷土
异常生物见闻录,远瞳
离婚后前妻成债主第二季,啊欢
谍影：命令与征服,拉丁海十三郎
武侠世界的长生道士,钛舰
天朝仙吏,六戏
从骷髅兵到不死者之王,无非二三
我的替身是史蒂夫,栖月幽蓝
大秦海归,三月啦
四合院里的读书人,八零阿涛
我在亮剑杀敌爆装备,穷玩战术富玩火力
无尽债务,Andlao
修真聊天群（聊天群的日常生活）,圣骑士的传说
LOL：都夺冠了谁还打职业啊！,李青石
国术之神：你的美式居合过时了,不会飞的笔
1990：从鲍家街开始,肉都督
养成系男神：听劝后，我成了顶流,蠢蠢凡愚QD
烂柯棋缘,真费事
人在海贼：化身八大恶魔！,木隐红尘
我只想安静的做个苟道中人,爆炸小拿铁
路明非不想当超级英雄,落雪煮茶
重塑千禧年代,渔雪
从红月开始,黑山老鬼
亏成首富从游戏开始,青衫取醉
人间最无敌,南国月三更
我有一枚命运魔骰,水煮仙人球
三国：关家逆子，龙佑荆襄,牛奶糖糖糖
都市极品医神,风会笑
柯南里的捡尸人,仙舟
主神，启动！,燃冷光
全职高手,蝴蝶蓝
奶爸学园,剑沉黄海
武侠：开局获得一甲子内力！,落魄的小纯洁
大国军舰,华东之雄
美漫从五级变种人开始,吃突刺的咸鱼
死亡巫师日记,今奈
重生09：合成系男神,辛老板
白骨大圣,咬火
天启之夜,虚伪王庭
这头巨龙太劲霸了！,新炉旧火
海盗王权,北海牧鲸
我的力气每天增加一百斤,江湖风尘客
骂谁实力派呢,胖一点
诸天：和无数个我共享天赋,我只想万定
猎命人,永恒之火
凡人修仙之仙界篇,忘语
大道争锋,误道者
从小欢喜开启诸天之旅,布响玩辣
我只想好好当个反派,插秧小能手
奥术神座,爱潜水的乌贼
终末的绅士,穿黄衣的阿肥
海贼：第一个伙伴是汤姆猫,想吃冰棒
末世：我能看见血条，杀怪掉宝,山鬼执笔
覆汉,榴弹怕水
我不是赛博精神病,板斧战士
雀魂：开局国士无双,玄汐蓝
我在亮剑搞援助,骑鲸蹈海
神话：仙武大唐,江承雪
围棋：我和AI五五开,一剑刺刺刺
谁教你这样子修仙的？,海岸边的船只
大医凌然,志鸟村
从小镇做题家苟成大医,小小鱼虾
黜龙,榴弹怕水
LOL：拐跑恩静，飞科心态崩了,飞起来咯
神印王座II皓月当空,唐家三少
主角抢我未婚妻，我反手偷他家,惟一站
道君,跃千愁
为了飞升，我只好去做游戏了,窗边的鸽子
大王请住手,立夏重生
诡异降临？还好我是十殿阎王,十月不吃瓜
天道今天不上班,魔性沧月
无敌从我看见BOSS血条开始,我也很绝望
我的徒弟都是大反派,谋生任转蓬
就玩个游戏，怎么成仙了,夏竖琴
成为怪谈就算成功,翟南
白帝战机停展厅？谁泄露出去的！,虾王
从剧本杀店开始,吨吨吨吨吨
大王饶命,会说话的肘子
签约AC米兰后，我开摆了,葬爱叶良辰
星门：时光之主,老鹰吃小鸡
电磁暴君,光速旅人
烛龙以左,行礼
神探：睁开双眼，我被铐在审讯室,勤奋的关关
玩家请上车,海晏山
忍校教师，我教书就能变强,桔子不黄
逐道长青,奕念之
绝代神主,百里龙虾
开局天降正义，我竟被FBI盯上,台灯下的节奏
从赘婿开始建立长生家族,天弦画柱
英雄无敌之隐藏建筑大师,凶猛公仓鼠
洪荒：吾乃轮回道尊,爱喝可乐的虎猫
牧神记,宅猪
滨江警事,卓牧闲
龙族：路明非的成长人生模拟器,四非2
我就是不按套路出牌,百分之七
人在东京，收租从太太开始,绿豆糕真好吃
悬壶济世，我只是想长生不老,每天三问吃什么
重生俄罗斯当寡头,琉璃湾
我只想熬死你们，别逼我打死你们,九灯和善
武动乾坤,天蚕土豆
天师，我有一个异世界,蒙面怪客
港岛家族的诞生,任猪飞
影视世界从药神开始,子施
港综：无间道卧底？我不当人了！,祖树
我本边军一小卒,四月花黄
放开那个女巫,二目
修炼从简化功法开始,努力吃鱼
我用闲书成圣人,出走八万里
是她们倒贴的，我其实都不满意,捞黑
从那座韩城开始,壹个小白
大明世祖,飞天缆车
从海贼开始燃烧世界,小黑帽
从零开始建立穿越者联盟,九棍
诸界末日在线,烟火成城
我的姐夫是太子,上山打老虎额
重生末世：开局中奖3000万,六根韭菜
天阿降临,烟雨江南
庆余年,猫腻
校花的贴身高手,鱼人二代
招黑体质开局修行在废土,陈风笑
我就是你们的天敌,不放心油条
巫师：苟在蒸汽纪元加点猎魔,猪小武
青铜龙：暴君的征服之路,瑞血丰年
影视世界从小舍得开始,山俪
都重生了，又当消防兵了？,大先生吃土豆
重生99做汽车巨头,爱喝红茶的兔子
无始皇手谕，不得出银河边关,白衣乘风
噩梦惊袭,温柔劝睡师
战锤：以涅槃之名,群鸦之潮
怎么会有那么强的超能力,献歌
斗罗：绝世之日月雨浩,水落江畔
期待在异世界,如倾如诉
诸天尽头,凤嘲凰
刚成仙神，子孙求我出山,任我笑
重生从娶女知青开始,洒家李狗蛋
2014：我要做总督,焰火璀璨
NBA：奇迹缔造者,青椒炒菠萝
无限流的元宇宙,浮肿
玄德,御炎
这无限的世界,baka梦云
人在大宋，无法无天,玩蛇怪
怪猎：猎人的笔记,是河豚啊
让你降魔，没让你降魔女,想喝胡辣汤吖
外科医生的谍战生涯,小黄鱼一根
重生：我的80年代,刀9
穿越三代：大蛇丸，你来当火影,思念有病
某港综世界的枭雄,青青要码字
我不可能是剑神,裴不了
沧元图,我吃西红柿
东京明星女友是恋爱脑，怎么办,小短菌
满级狠人,佛不度
长生，从养鸡杂役开始,东海鱼头
洪荒之天庭天兵,银河断流
大明朱棣：爹，你咋没死啊？！,妖怪不好吃
选择C级英雄，我被全网嘲笑三年,麻辣榴莲
我在大宋做台谏官,上官不水
这烂怂截教待不下去了,榴莲老酒
我说了我会时光倒流,熊狼狗
我有一卷度人经,刀慢
一人之下：我，张之维，嚣张的张,久违的大晴天
离婚后，我和老婆都重生了,南风抚月
东京泡沫人生,大肚杯
当场怒喷哥哥，这解说不想干了？,青衣染雪
全职艺术家,我最白
史上最强赘婿,沉默的糕点
我的精灵训练家模拟器,疯狂沉默
我在尊魂幡里当主魂,灵山王
我一精神病，被挑中参加规则怪谈,小渔吃不饱
大明：我的老板朱元璋,那个李伟
反叛的大魔王,赵青杉
人在洪武，从天师到帝师,东鸭西楼
抬手凝恒星，你管这叫嫁衣神功？,丙丁二火
修复师,打眼
重生18年从直播CSGO开始,豆腐加辣
霍格沃茨的和平主义亡灵巫师,不爱吃鲑鱼
游走在晚清的乱世理工男,三秋空城
道侣助我长生,笨瓜不太甜
医路坦途,臧福生
年代：从下乡后开始的咸鱼生活,毛遂爱吃糖
糜汉,酱油拌历史
系统流主角的我加入聊天群,极地旅者
40k：午夜之刃,拿刀划墙纸
靖难攻略,北城二千
人道至尊,宅猪
藏国,高月
影视剧中的王牌特工,龙战将
顶级悟性：从基础拳法开始,月中阴
一开始，我只想搞钱,油炸大金
朕,王梓钧
这个诡异三国游戏太凶残了,月下藏锋
青莲之巅,肖十一莫
第一权臣,皇家大芒果
修仙：活得越久，天赋越好！,小胡歌
猎人：我真不是除念师,紫蓝色的猪
封神：殷商大祭司,仿生薯条
全球每月一个新规则,中世纪的兔子
北宋大法官,南希北庆
我在大明肝生活技能,肥鸟先行
美漫：从年迈狼叔，开始全知全能,金铨鑫
封神：开局一个凤凰分身,想静静的顿河
全能大画家,杏子与梨
LOL：锦鲤哥别秀了！,一片苏叶
诸天从平阳城开始,且听余生
异仙之主,真愚老人
过气武林高手重生三十年前,行为金融
